Year,OSHPD ID,Manufacturer Name,Date Reported,NDC Number,Drug Product Description,WAC Effective Date,WAC Increase Amount,WAC After Increase,Patent Expiration Date,Drug Source Type,Unit Sales Volume in US,Unit Sales Volume Non-Public Indicator,Cost Increase Factors,Cost Increase Factors Non-Public Indicator,Change Improvement Description,Change Improvement Non-Public Indicator,Acquisition Date,Company Acquired From,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,WAC at Acquisition,WAC Year Prior to Acquisition,Year Drug Introduced to Market,WAC at Intro to Market,Supporting Documents,General Comments
2019,Rx0000015,AstraZeneca ,3/31/2019,310628030,Xigduo XR 10-1000mg,1/1/2019,27.87,492.41,10/4/2025,Single Source Drug,129626100,,"AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.",,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"AstraZeneca developed this NDC, it was not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597014030,TRADJENTA 5 MG TABLET,1/1/2019,24.69,436.17,3/5/2031,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=228,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597014061,TRADJENTA 5 MG TABLET,1/1/2019,82.3,1453.9,3/5/2031,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=229,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597014090,TRADJENTA 5 MG TABLET,1/1/2019,74.07,1308.51,3/5/2031,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=230,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597014618,JENTADUETO 2.5 MG-500 MG TAB,1/1/2019,74.07,1308.51,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=169,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597014660,JENTADUETO 2.5 MG-500 MG TAB,1/1/2019,24.69,436.17,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=170,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597014718,JENTADUETO 2.5 MG-850 MG TAB,1/1/2019,74.07,1308.51,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=171,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597015230,JARDIANCE 10 MG TABLET,1/1/2019,27.9,492.85,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=163,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597015237,JARDIANCE 10 MG TABLET,1/1/2019,27.9,492.85,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=164,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597015290,JARDIANCE 10 MG TABLET,1/1/2019,83.69,1478.54,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=165,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597015330,JARDIANCE 25 MG TABLET,1/1/2019,27.9,492.85,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=166,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597015337,JARDIANCE 25 MG TABLET,1/1/2019,27.9,492.85,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=167,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597015390,JARDIANCE 25 MG TABLET,1/1/2019,83.69,1478.54,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=168,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597015918,SYNJARDY 5-500 MG TABLET,1/1/2019,83.69,1478.54,4/15/2027,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=220,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597015960,SYNJARDY 5-500 MG TABLET,1/1/2019,27.9,492.85,4/15/2027,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=221,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597016818,"SYNJARDY 12.5-1,000 MG TABLET",1/1/2019,83.69,1478.54,4/15/2027,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=222,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597016860,"SYNJARDY 12.5-1,000 MG TABLET",1/1/2019,27.9,492.85,4/15/2027,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=223,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597017518,"SYNJARDY 5-1,000 MG TABLET",1/1/2019,83.69,1478.54,4/15/2027,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=224,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597017560,"SYNJARDY 5-1,000 MG TABLET",1/1/2019,27.9,492.85,4/15/2027,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=225,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597018018,SYNJARDY 12.5-500 MG TABLET,1/1/2019,83.69,1478.54,4/15/2027,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=226,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597018060,SYNJARDY 12.5-500 MG TABLET,1/1/2019,27.9,492.85,4/15/2027,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=227,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597027073,"JENTADUETO XR 2.5 MG-1,000 MG",1/1/2019,24.69,436.17,3/6/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=175,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597027094,"JENTADUETO XR 2.5 MG-1,000 MG",1/1/2019,74.07,1308.51,3/6/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=176,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597027533,"JENTADUETO XR 5 MG-1,000 MG TB",1/1/2019,24.69,436.17,3/6/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=177,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000038,Boehringer Ingelheim,3/31/2019,597027581,"JENTADUETO XR 5 MG-1,000 MG TB",1/1/2019,74.07,1308.51,3/6/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=178,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided.  Not acquired within the last five years."
2019,Rx0000122,Amneal Pharmaceuticals,3/31/2019,60846088201,Prandin® (repaglinide tablets) 1mg 100  Tabs,1/4/2019,71.4,792.64,,Non-innovator Multiple Source Drug,5667,,"Manufacturing costs and market conditions
require increase to remain on market",,,1,5/7/2018,"Gemini Laboratories, LLC",,,Amneal does not have the ability to separate the portion of the total acquisition price allocated to the individual drug products. Total  amount was 117000000,656.26,625.61,2013,339.25,,Column 12 Blank - No change to the product
2019,Rx0000122,Amneal Pharmaceuticals,3/31/2019,60846088401,Prandin® (repaglinide tablets) 2mg 100  Tab,1/4/2019,71.4,792.64,,Non-innovator Multiple Source Drug,9733,,"Manufacturing costs and market conditions
require increase to remain on market",,,1,5/7/2018,"Gemini Laboratories, LLC",,,Amneal does not have the ability to separate the portion of the total acquisition price allocated to the individual drug products. Total amount was 117000000,656.26,625.61,2013,339.25,,Column 12 Blank - No change to the product
2019,Rx0000092,"Santarus, Inc.",3/31/2019,68012025820,CYCLOSET® (bromocriptine mesytate tablets) 0.8 mg tablets,1/18/2019,47.48,838.74,4/30/2032,Single Source Drug,,1,,1,,1,,,,,,,,,,,The product was not acquired within the last 5 years.
2019,Rx0000231,American Health Packaging,12/31/2019,68084011201,Glipizide ER Tablet  10mg 100UD,12/5/2019,15.5,88.44,,Non-innovator Multiple Source Drug,2238,,Market Conditions,,No change or improvement in the drug product,,,,,,,,,,,,"The acquisition fields do not need to be filled out because the drug was not acquired within the previous 5 years. All the fields that are left blank are due to ""Not Applicable""."
2019,Rx0000154,Corcept Therapeutics Incorporated,9/30/2019,76346007301,Korlym (mifepristone) 300mg Tablets 28-ct Bottles,8/1/2019,1148,13972,8/22/2038,Single Source Drug,,1,"Corcept is committed to discovering, developing and making available to patients and physicians medicines that treat serious disorders for which there are few – or no – good treatment options.  In setting Korlym’s price, we weigh (i) the increased cost of administrative and commercial activities, (ii) the increased cost of discovering and developing innovative new drug candidates and (iii) our commitment that no patient be denied Korlym for financial reasons.",,N/A,,,,,,,,,,,,"WAC is reported at the package level. The information provided herein is provided to the best of our knowledge as of submission and based on our interpretation of applicable statutory and regulatory provisions. Information designated as confidential has been designated as such based on our understanding and belief that the subject information is non-public. Our provision of information shall not be interpreted as a waiver of any of our rights available under state, federal, or other applicable law with respect to the information contained herein or with respect to California SB 17, all of which we expressly reserve.  Patent expiration dates do not reflect any pending patent applications, future filed patent applications, patent term extensions, data exclusivity (including orphan drug, pediatric, or other exclusivity), or patent-related litigation, each of which is speculative and which may extend or shorten the reported expiration date. 

The drug was developed by Corcept."
2019,Rx0000154,Corcept Therapeutics Incorporated,9/30/2019,76346007302,Korlym (mifepristone) 300mg Tablets 280-ct Bottles,8/1/2019,11480,139720,8/22/2038,Single Source Drug,,1,"Corcept is committed to discovering, developing and making available to patients and physicians medicines that treat serious disorders for which there are few – or no – good treatment options.  In setting Korlym’s price, we weigh (i) the increased cost of administrative and commercial activities, (ii) the increased cost of discovering and developing innovative new drug candidates and (iii) our commitment that no patient be denied Korlym for financial reasons.",,N/A,,,,,,,,,,,,"WAC is reported at the package level. The information provided herein is provided to the best of our knowledge as of submission and based on our interpretation of applicable statutory and regulatory provisions. Information designated as confidential has been designated as such based on our understanding and belief that the subject information is non-public. Our provision of information shall not be interpreted as a waiver of any of our rights available under state, federal, or other applicable law with respect to the information contained herein or with respect to California SB 17, all of which we expressly reserve.  Patent expiration dates do not reflect any pending patent applications, future filed patent applications, patent term extensions, data exclusivity (including orphan drug, pediatric, or other exclusivity), or patent-related litigation, each of which is speculative and which may extend or shorten the reported expiration date.

The drug was developed by Corcept."
